"Access","Access Start (UTCG)","Access End (UTCG)","Duration (sec)","Asset Full Name"
1531,6 Dec 2021 18:41:51.602,6 Dec 2021 18:45:07.992,196.390,"Tolhuin"
1532,6 Dec 2021 19:16:12.610,6 Dec 2021 19:19:38.252,205.642,"Dubai"
1533,6 Dec 2021 20:17:04.373,6 Dec 2021 20:20:48.443,224.071,"Punta_Arenas"
1534,6 Dec 2021 20:17:45.891,6 Dec 2021 20:21:12.925,207.034,"Tolhuin"
1535,6 Dec 2021 21:12:34.859,6 Dec 2021 21:15:55.887,201.028,"Tokyo"
1536,6 Dec 2021 21:53:32.261,6 Dec 2021 21:56:21.754,169.493,"Punta_Arenas"
1537,6 Dec 2021 21:54:54.015,6 Dec 2021 21:55:45.659,51.644,"Tolhuin"
1538,6 Dec 2021 22:25:30.113,6 Dec 2021 22:29:10.005,219.892,"Nemea"
1539,6 Dec 2021 22:46:51.583,6 Dec 2021 22:50:31.630,220.048,"Jeju"
1540,6 Dec 2021 23:33:33.754,6 Dec 2021 23:37:18.274,224.519,"Cordoba"
1541,6 Dec 2021 23:53:35.833,6 Dec 2021 23:57:18.831,222.998,"Maspalomas"
1542,6 Dec 2021 23:57:27.286,7 Dec 2021 00:01:09.896,222.610,"Puertollano"
1543,7 Dec 2021 00:46:08.646,7 Dec 2021 00:48:43.406,154.760,"Awarua"
1544,7 Dec 2021 01:29:51.987,7 Dec 2021 01:33:34.768,222.781,"Azores"
1545,7 Dec 2021 02:02:10.936,7 Dec 2021 02:05:37.798,206.862,"Singapore"
1546,7 Dec 2021 02:21:48.563,7 Dec 2021 02:25:21.376,212.813,"Awarua"
1547,7 Dec 2021 02:51:48.086,7 Dec 2021 02:55:24.683,216.597,"Panama"
1548,7 Dec 2021 03:26:20.737,7 Dec 2021 03:28:04.046,103.308,"Dubai"
1549,7 Dec 2021 03:31:37.138,7 Dec 2021 03:35:02.928,205.789,"Bangladore"
1550,7 Dec 2021 03:46:51.690,7 Dec 2021 03:49:34.802,163.111,"Mingenew"
1551,7 Dec 2021 03:58:57.494,7 Dec 2021 04:01:31.368,153.874,"Awarua"
1552,7 Dec 2021 04:53:59.262,7 Dec 2021 04:57:33.492,214.230,"Nemea"
1553,7 Dec 2021 05:35:06.993,7 Dec 2021 05:38:40.872,213.879,"Awarua"
1554,7 Dec 2021 06:25:45.177,7 Dec 2021 06:29:07.709,202.532,"Puertollano"
1555,7 Dec 2021 06:47:46.771,7 Dec 2021 06:51:00.425,193.653,"Mauritius"
1556,7 Dec 2021 07:11:44.452,7 Dec 2021 07:14:21.457,157.005,"Awarua"
1557,7 Dec 2021 07:39:14.773,7 Dec 2021 07:42:30.291,195.519,"Los_Angeles"
1558,7 Dec 2021 07:58:09.508,7 Dec 2021 08:01:32.314,202.807,"Azores"
1559,7 Dec 2021 08:02:30.437,7 Dec 2021 08:04:59.239,148.802,"Maspalomas"
1560,7 Dec 2021 08:20:40.829,7 Dec 2021 08:23:08.635,147.806,"Hartebeesthoek"
1561,7 Dec 2021 09:06:52.453,7 Dec 2021 09:09:31.626,159.173,"Hawaii"
1562,7 Dec 2021 11:54:09.206,7 Dec 2021 11:57:48.032,218.827,"Mingenew"
1563,7 Dec 2021 13:47:37.599,7 Dec 2021 13:51:01.335,203.736,"Tokyo"
1564,7 Dec 2021 14:09:33.807,7 Dec 2021 14:11:32.085,118.278,"Los_Angeles"
1565,7 Dec 2021 14:20:23.894,7 Dec 2021 14:23:21.750,177.856,"Panama"
1566,7 Dec 2021 15:21:28.109,7 Dec 2021 15:24:28.086,179.977,"Jeju"
1567,7 Dec 2021 16:08:10.132,7 Dec 2021 16:09:44.210,94.079,"Cordoba"
1568,7 Dec 2021 16:35:21.398,7 Dec 2021 16:38:19.145,177.746,"Mauritius"
1569,7 Dec 2021 16:45:14.957,7 Dec 2021 16:48:54.334,219.377,"Bangladore"
1570,7 Dec 2021 17:46:00.129,7 Dec 2021 17:48:25.099,144.970,"Punta_Arenas"
1571,7 Dec 2021 17:46:48.160,7 Dec 2021 17:48:59.245,131.085,"Tolhuin"
1572,7 Dec 2021 18:05:21.442,7 Dec 2021 18:08:46.414,204.972,"Hartebeesthoek"
1573,7 Dec 2021 18:21:17.296,7 Dec 2021 18:23:10.571,113.275,"Dubai"
1574,7 Dec 2021 18:54:37.602,7 Dec 2021 18:57:00.580,142.978,"Hawaii"
1575,7 Dec 2021 19:21:19.482,7 Dec 2021 19:25:02.185,222.702,"Punta_Arenas"
1576,7 Dec 2021 19:22:02.661,7 Dec 2021 19:25:33.143,210.481,"Tolhuin"
1577,7 Dec 2021 20:57:30.095,7 Dec 2021 21:01:05.291,215.196,"Punta_Arenas"
1578,7 Dec 2021 20:58:15.127,7 Dec 2021 21:01:17.531,182.404,"Tolhuin"
1579,7 Dec 2021 21:30:21.153,7 Dec 2021 21:32:53.938,152.785,"Nemea"
1580,7 Dec 2021 21:51:54.195,7 Dec 2021 21:53:45.081,110.886,"Jeju"
1581,7 Dec 2021 21:52:57.054,7 Dec 2021 21:56:20.099,203.044,"Tokyo"
1582,7 Dec 2021 23:07:02.448,7 Dec 2021 23:08:42.600,100.152,"Nemea"
1583,8 Dec 2021 00:15:10.914,8 Dec 2021 00:16:14.532,63.619,"Cordoba"
1584,8 Dec 2021 00:35:30.899,8 Dec 2021 00:36:19.100,48.201,"Maspalomas"
1585,8 Dec 2021 00:38:13.845,8 Dec 2021 00:41:17.651,183.806,"Puertollano"
1586,8 Dec 2021 01:25:51.772,8 Dec 2021 01:29:35.808,224.036,"Awarua"
1587,8 Dec 2021 02:10:38.069,8 Dec 2021 02:13:42.875,184.806,"Azores"
1588,8 Dec 2021 02:43:48.425,8 Dec 2021 02:44:38.213,49.788,"Singapore"
1589,8 Dec 2021 02:50:48.534,8 Dec 2021 02:54:04.986,196.452,"Mingenew"
1590,8 Dec 2021 03:02:40.731,8 Dec 2021 03:05:38.583,177.853,"Awarua"
1591,8 Dec 2021 04:05:48.802,8 Dec 2021 04:09:26.136,217.334,"Dubai"
1592,8 Dec 2021 04:39:27.137,8 Dec 2021 04:42:19.869,172.732,"Awarua"
1593,8 Dec 2021 05:34:33.017,8 Dec 2021 05:37:43.109,190.092,"Nemea"
1594,8 Dec 2021 05:52:48.583,8 Dec 2021 05:54:35.715,107.132,"Mauritius"
1595,8 Dec 2021 06:15:28.060,8 Dec 2021 06:19:15.726,227.666,"Awarua"
1596,8 Dec 2021 06:43:31.549,8 Dec 2021 06:46:41.929,190.381,"Los_Angeles"
1597,8 Dec 2021 07:06:05.717,8 Dec 2021 07:09:35.806,210.089,"Puertollano"
1598,8 Dec 2021 08:11:04.276,8 Dec 2021 08:13:52.714,168.439,"Hawaii"
1599,8 Dec 2021 08:38:29.997,8 Dec 2021 08:42:00.497,210.500,"Azores"
1600,8 Dec 2021 08:42:22.803,8 Dec 2021 08:45:55.535,212.732,"Maspalomas"
1601,8 Dec 2021 09:00:29.934,8 Dec 2021 09:03:57.916,207.982,"Hartebeesthoek"
1602,8 Dec 2021 10:59:16.516,8 Dec 2021 11:01:00.804,104.288,"Mingenew"
1603,8 Dec 2021 13:25:19.635,8 Dec 2021 13:27:00.729,101.094,"Panama"
1604,8 Dec 2021 14:15:06.200,8 Dec 2021 14:18:46.904,220.704,"Singapore"
1605,8 Dec 2021 14:25:29.234,8 Dec 2021 14:28:52.262,203.028,"Jeju"
1606,8 Dec 2021 14:27:59.986,8 Dec 2021 14:31:25.018,205.032,"Tokyo"
1607,8 Dec 2021 14:49:10.933,8 Dec 2021 14:52:52.854,221.921,"Los_Angeles"
1608,8 Dec 2021 15:11:15.977,8 Dec 2021 15:14:55.600,219.623,"Cordoba"
1609,8 Dec 2021 15:39:48.002,8 Dec 2021 15:42:24.595,156.593,"Mauritius"
1610,8 Dec 2021 17:10:11.095,8 Dec 2021 17:12:22.597,131.502,"Hartebeesthoek"
1611,8 Dec 2021 17:58:40.090,8 Dec 2021 18:01:33.046,172.956,"Hawaii"
1612,8 Dec 2021 18:25:45.554,8 Dec 2021 18:29:10.165,204.612,"Punta_Arenas"
1613,8 Dec 2021 18:26:31.883,8 Dec 2021 18:29:43.449,191.566,"Tolhuin"
1614,8 Dec 2021 19:00:43.075,8 Dec 2021 19:04:20.908,217.833,"Dubai"
1615,8 Dec 2021 20:01:41.034,8 Dec 2021 20:05:25.516,224.482,"Punta_Arenas"
1616,8 Dec 2021 20:02:22.543,8 Dec 2021 20:05:51.336,208.793,"Tolhuin"
1617,8 Dec 2021 20:57:18.704,8 Dec 2021 21:00:23.117,184.413,"Tokyo"
1618,8 Dec 2021 21:38:04.822,8 Dec 2021 21:41:05.641,180.819,"Punta_Arenas"
1619,8 Dec 2021 21:39:11.547,8 Dec 2021 21:40:46.331,94.784,"Tolhuin"
1620,8 Dec 2021 22:10:04.316,8 Dec 2021 22:13:48.469,224.152,"Nemea"
1621,8 Dec 2021 22:31:27.711,8 Dec 2021 22:35:09.463,221.751,"Jeju"
1622,8 Dec 2021 23:18:12.067,8 Dec 2021 23:21:53.395,221.328,"Cordoba"
1623,8 Dec 2021 23:38:14.433,8 Dec 2021 23:41:54.570,220.136,"Maspalomas"
1624,8 Dec 2021 23:42:07.633,8 Dec 2021 23:45:43.956,216.324,"Puertollano"
1625,9 Dec 2021 00:31:03.056,9 Dec 2021 00:33:06.194,123.138,"Awarua"
1626,9 Dec 2021 01:14:32.408,9 Dec 2021 01:18:08.775,216.367,"Azores"
1627,9 Dec 2021 01:46:59.191,9 Dec 2021 01:50:04.348,185.157,"Singapore"
1628,9 Dec 2021 02:06:21.621,9 Dec 2021 02:09:59.101,217.480,"Awarua"
1629,9 Dec 2021 02:36:33.085,9 Dec 2021 02:39:54.849,201.764,"Panama"
1630,9 Dec 2021 03:16:09.592,9 Dec 2021 03:19:45.604,216.012,"Bangladore"
1631,9 Dec 2021 03:31:14.213,9 Dec 2021 03:34:23.685,189.473,"Mingenew"
1632,9 Dec 2021 03:43:31.163,9 Dec 2021 03:46:05.579,154.416,"Awarua"
1633,9 Dec 2021 04:38:40.053,9 Dec 2021 04:42:04.372,204.319,"Nemea"
1634,9 Dec 2021 05:19:44.849,9 Dec 2021 05:23:13.390,208.542,"Awarua"
1635,9 Dec 2021 06:10:27.520,9 Dec 2021 06:13:36.163,188.643,"Puertollano"
1636,9 Dec 2021 06:32:14.975,9 Dec 2021 06:35:45.578,210.603,"Mauritius"
1637,9 Dec 2021 06:56:11.805,9 Dec 2021 06:59:10.730,178.924,"Awarua"
1638,9 Dec 2021 07:23:43.298,9 Dec 2021 07:27:13.387,210.090,"Los_Angeles"
1639,9 Dec 2021 07:42:51.839,9 Dec 2021 07:46:00.774,188.935,"Azores"
1640,9 Dec 2021 07:47:31.766,9 Dec 2021 07:49:08.507,96.741,"Maspalomas"
1641,9 Dec 2021 08:05:52.308,9 Dec 2021 08:07:13.921,81.613,"Hartebeesthoek"
1642,9 Dec 2021 08:51:13.166,9 Dec 2021 08:54:23.569,190.403,"Hawaii"
1643,9 Dec 2021 11:38:43.881,9 Dec 2021 11:42:27.860,223.979,"Mingenew"
1644,9 Dec 2021 13:32:25.241,9 Dec 2021 13:35:29.512,184.272,"Tokyo"
1645,9 Dec 2021 13:54:43.035,9 Dec 2021 13:55:31.838,48.803,"Los_Angeles"
1646,9 Dec 2021 14:04:49.073,9 Dec 2021 14:08:11.920,202.847,"Panama"
1647,9 Dec 2021 15:05:53.922,9 Dec 2021 15:09:13.413,199.491,"Jeju"
1648,9 Dec 2021 15:30:31.710,9 Dec 2021 15:32:06.248,94.538,"Los_Angeles"
1649,9 Dec 2021 15:52:20.149,9 Dec 2021 15:54:44.061,143.913,"Cordoba"
1650,9 Dec 2021 16:19:46.519,9 Dec 2021 16:23:09.754,203.235,"Mauritius"
1651,9 Dec 2021 16:29:52.223,9 Dec 2021 16:33:31.796,219.573,"Bangladore"
1652,9 Dec 2021 17:30:49.437,9 Dec 2021 17:32:53.178,123.741,"Punta_Arenas"
1653,9 Dec 2021 17:31:37.786,9 Dec 2021 17:33:27.269,109.483,"Tolhuin"
1654,9 Dec 2021 17:49:52.665,9 Dec 2021 17:53:30.377,217.712,"Hartebeesthoek"
1655,9 Dec 2021 18:38:56.525,9 Dec 2021 18:41:57.703,181.178,"Hawaii"
1656,9 Dec 2021 19:05:57.037,9 Dec 2021 19:09:38.594,221.557,"Punta_Arenas"
1657,9 Dec 2021 19:06:40.669,9 Dec 2021 19:10:10.062,209.392,"Tolhuin"
1658,9 Dec 2021 20:42:06.054,9 Dec 2021 20:45:43.850,217.797,"Punta_Arenas"
1659,9 Dec 2021 20:42:49.916,9 Dec 2021 20:45:58.836,188.920,"Tolhuin"
1660,9 Dec 2021 21:15:23.153,9 Dec 2021 21:17:09.087,105.934,"Nemea"
1661,9 Dec 2021 21:37:16.894,9 Dec 2021 21:37:31.341,14.447,"Jeju"
1662,9 Dec 2021 21:37:28.737,9 Dec 2021 21:41:03.535,214.798,"Tokyo"
1663,9 Dec 2021 22:51:17.607,9 Dec 2021 22:53:36.093,138.486,"Nemea"
1664,9 Dec 2021 23:12:49.663,9 Dec 2021 23:14:21.660,91.997,"Jeju"
1665,9 Dec 2021 23:59:12.226,10 Dec 2021 00:01:30.382,138.156,"Cordoba"
1666,10 Dec 2021 00:19:26.006,10 Dec 2021 00:21:34.129,128.123,"Maspalomas"
1667,10 Dec 2021 00:22:41.345,10 Dec 2021 00:26:00.646,199.301,"Puertollano"
1668,10 Dec 2021 01:10:30.871,10 Dec 2021 01:14:10.718,219.848,"Awarua"
1669,10 Dec 2021 01:55:05.674,10 Dec 2021 01:58:25.787,200.113,"Azores"
1670,10 Dec 2021 02:27:39.476,10 Dec 2021 02:30:01.925,142.449,"Singapore"
1671,10 Dec 2021 02:35:39.391,10 Dec 2021 02:38:30.137,170.746,"Mingenew"
1672,10 Dec 2021 02:47:12.104,10 Dec 2021 02:50:16.041,183.936,"Awarua"
1673,10 Dec 2021 03:17:31.641,10 Dec 2021 03:19:36.710,125.069,"Panama"
1674,10 Dec 2021 03:50:24.760,10 Dec 2021 03:54:04.633,219.873,"Dubai"
1675,10 Dec 2021 04:24:03.996,10 Dec 2021 04:26:51.394,167.398,"Awarua"
1676,10 Dec 2021 05:19:02.781,10 Dec 2021 05:22:28.936,206.154,"Nemea"
1677,10 Dec 2021 06:00:04.269,10 Dec 2021 06:03:52.504,228.235,"Awarua"
1678,10 Dec 2021 06:28:23.422,10 Dec 2021 06:31:06.324,162.902,"Los_Angeles"
1679,10 Dec 2021 06:50:38.927,10 Dec 2021 06:54:17.294,218.367,"Puertollano"
1680,10 Dec 2021 07:56:07.531,10 Dec 2021 07:58:05.680,118.148,"Hawaii"
1681,10 Dec 2021 08:23:03.231,10 Dec 2021 08:26:41.954,218.724,"Azores"
1682,10 Dec 2021 08:26:56.784,10 Dec 2021 08:30:36.281,219.497,"Maspalomas"
1683,10 Dec 2021 08:45:01.853,10 Dec 2021 08:48:39.314,217.460,"Hartebeesthoek"
1684,10 Dec 2021 13:59:46.101,10 Dec 2021 14:03:21.948,215.847,"Singapore"
1685,10 Dec 2021 14:10:17.604,10 Dec 2021 14:13:19.750,182.146,"Jeju"
1686,10 Dec 2021 14:12:30.428,10 Dec 2021 14:16:06.420,215.992,"Tokyo"
1687,10 Dec 2021 14:33:49.109,10 Dec 2021 14:37:27.942,218.833,"Los_Angeles"
1688,10 Dec 2021 14:55:57.608,10 Dec 2021 14:59:28.767,211.159,"Cordoba"
1689,10 Dec 2021 15:24:52.391,10 Dec 2021 15:26:32.006,99.615,"Mauritius"
1690,10 Dec 2021 16:55:26.148,10 Dec 2021 16:56:18.038,51.890,"Hartebeesthoek"
1691,10 Dec 2021 17:43:36.898,10 Dec 2021 17:45:48.599,131.701,"Hawaii"
1692,10 Dec 2021 18:10:26.090,10 Dec 2021 18:13:45.017,198.927,"Punta_Arenas"
1693,10 Dec 2021 18:11:12.801,10 Dec 2021 18:14:18.485,185.685,"Tolhuin"
1694,10 Dec 2021 18:45:17.541,10 Dec 2021 18:49:00.214,222.673,"Dubai"
1695,10 Dec 2021 19:46:17.779,10 Dec 2021 19:50:02.457,224.678,"Punta_Arenas"
1696,10 Dec 2021 19:46:59.387,10 Dec 2021 19:50:29.461,210.075,"Tolhuin"
1697,10 Dec 2021 20:42:05.281,10 Dec 2021 20:44:46.895,161.614,"Tokyo"
1698,10 Dec 2021 21:22:38.302,10 Dec 2021 21:25:48.277,189.974,"Punta_Arenas"
1699,10 Dec 2021 21:23:37.509,10 Dec 2021 21:25:38.211,120.702,"Tolhuin"
1700,10 Dec 2021 21:54:40.746,10 Dec 2021 21:58:25.379,224.633,"Nemea"
1701,10 Dec 2021 22:16:06.042,10 Dec 2021 22:19:44.403,218.361,"Jeju"
1702,10 Dec 2021 23:02:52.819,10 Dec 2021 23:06:25.386,212.567,"Cordoba"
1703,10 Dec 2021 23:22:56.884,10 Dec 2021 23:26:27.095,210.211,"Maspalomas"
1704,10 Dec 2021 23:26:50.686,10 Dec 2021 23:30:15.958,205.272,"Puertollano"
1705,11 Dec 2021 00:16:08.674,11 Dec 2021 00:17:18.348,69.674,"Awarua"
1706,11 Dec 2021 00:59:15.542,11 Dec 2021 01:02:40.715,205.174,"Azores"
1707,11 Dec 2021 01:31:56.098,11 Dec 2021 01:34:22.103,146.005,"Singapore"
1708,11 Dec 2021 01:50:55.270,11 Dec 2021 01:54:36.651,221.381,"Awarua"
1709,11 Dec 2021 02:21:24.864,11 Dec 2021 02:24:18.416,173.552,"Panama"
1710,11 Dec 2021 03:00:46.770,11 Dec 2021 03:04:23.214,216.445,"Bangladore"
1711,11 Dec 2021 03:15:41.554,11 Dec 2021 03:19:08.487,206.933,"Mingenew"
1712,11 Dec 2021 03:28:04.262,11 Dec 2021 03:30:40.398,156.136,"Awarua"
1713,11 Dec 2021 04:23:22.519,11 Dec 2021 04:26:32.898,190.379,"Nemea"
1714,11 Dec 2021 05:04:22.758,11 Dec 2021 05:07:45.494,202.736,"Awarua"
1715,11 Dec 2021 05:55:11.672,11 Dec 2021 05:58:02.138,170.465,"Puertollano"
1716,11 Dec 2021 06:16:47.996,11 Dec 2021 06:20:26.501,218.505,"Mauritius"
1717,11 Dec 2021 06:40:41.771,11 Dec 2021 06:43:56.848,195.077,"Awarua"
1718,11 Dec 2021 07:08:14.795,11 Dec 2021 07:11:54.224,219.429,"Los_Angeles"
1719,11 Dec 2021 07:27:35.972,11 Dec 2021 07:30:26.765,170.793,"Azores"
1720,11 Dec 2021 08:35:40.421,11 Dec 2021 08:39:09.594,209.173,"Hawaii"
1721,11 Dec 2021 11:23:21.376,11 Dec 2021 11:27:04.206,222.830,"Mingenew"
1722,11 Dec 2021 13:17:18.283,11 Dec 2021 13:19:52.925,154.642,"Tokyo"
1723,11 Dec 2021 13:49:20.482,11 Dec 2021 13:52:55.666,215.185,"Panama"
1724,11 Dec 2021 14:50:23.144,11 Dec 2021 14:53:56.055,212.910,"Jeju"
1725,11 Dec 2021 15:14:43.053,11 Dec 2021 15:17:11.997,148.944,"Los_Angeles"
1726,11 Dec 2021 15:36:39.816,11 Dec 2021 15:39:35.021,175.206,"Cordoba"
1727,11 Dec 2021 16:04:17.118,11 Dec 2021 16:07:54.420,217.301,"Mauritius"
1728,11 Dec 2021 16:14:34.471,11 Dec 2021 16:18:04.628,210.157,"Bangladore"
1729,11 Dec 2021 17:15:43.281,11 Dec 2021 17:17:17.125,93.844,"Punta_Arenas"
1730,11 Dec 2021 17:16:32.494,11 Dec 2021 17:17:50.558,78.064,"Tolhuin"
1731,11 Dec 2021 17:34:27.506,11 Dec 2021 17:38:10.122,222.617,"Hartebeesthoek"
1732,11 Dec 2021 18:23:23.293,11 Dec 2021 18:26:46.554,203.261,"Hawaii"
1733,11 Dec 2021 18:50:34.839,11 Dec 2021 18:54:14.891,220.052,"Punta_Arenas"
1734,11 Dec 2021 18:51:18.942,11 Dec 2021 18:54:46.796,207.853,"Tolhuin"
1735,11 Dec 2021 20:26:42.192,11 Dec 2021 20:30:22.032,219.840,"Punta_Arenas"
1736,11 Dec 2021 20:27:25.177,11 Dec 2021 20:30:39.438,194.262,"Tolhuin"
1737,11 Dec 2021 21:22:02.882,11 Dec 2021 21:25:43.845,220.963,"Tokyo"
1738,11 Dec 2021 22:03:45.296,11 Dec 2021 22:05:06.907,81.611,"Punta_Arenas"
1739,11 Dec 2021 22:35:38.718,11 Dec 2021 22:38:24.314,165.595,"Nemea"
1740,11 Dec 2021 22:57:00.182,11 Dec 2021 22:59:28.230,148.047,"Jeju"
1741,11 Dec 2021 23:43:31.501,11 Dec 2021 23:46:27.685,176.184,"Cordoba"
1742,12 Dec 2021 00:03:41.567,12 Dec 2021 00:06:29.472,167.905,"Maspalomas"
1743,12 Dec 2021 00:07:11.114,12 Dec 2021 00:10:42.042,210.929,"Puertollano"
1744,12 Dec 2021 00:55:11.360,12 Dec 2021 00:58:44.764,213.404,"Awarua"
1745,12 Dec 2021 01:39:35.530,12 Dec 2021 01:43:07.118,211.587,"Azores"
1746,12 Dec 2021 02:11:56.505,12 Dec 2021 02:14:59.773,183.268,"Singapore"
1747,12 Dec 2021 02:20:38.766,12 Dec 2021 02:22:47.353,128.587,"Mingenew"
1748,12 Dec 2021 02:31:43.534,12 Dec 2021 02:34:53.704,190.170,"Awarua"
1749,12 Dec 2021 03:01:44.050,12 Dec 2021 03:04:37.955,173.905,"Panama"
1750,12 Dec 2021 03:35:03.999,12 Dec 2021 03:38:39.221,215.223,"Dubai"
1751,12 Dec 2021 04:08:40.433,12 Dec 2021 04:11:23.174,162.741,"Awarua"
1752,12 Dec 2021 05:03:35.181,12 Dec 2021 05:07:11.476,216.295,"Nemea"
1753,12 Dec 2021 05:44:40.945,12 Dec 2021 05:48:28.323,227.377,"Awarua"
1754,12 Dec 2021 06:13:23.984,12 Dec 2021 06:15:22.653,118.668,"Los_Angeles"
1755,12 Dec 2021 06:35:13.996,12 Dec 2021 06:38:56.271,222.275,"Puertollano"
1756,12 Dec 2021 08:07:38.316,12 Dec 2021 08:11:20.910,222.593,"Azores"
1757,12 Dec 2021 08:11:33.857,12 Dec 2021 08:15:13.295,219.438,"Maspalomas"
1758,12 Dec 2021 08:29:37.654,12 Dec 2021 08:33:17.492,219.838,"Hartebeesthoek"
1759,12 Dec 2021 12:04:39.619,12 Dec 2021 12:06:21.120,101.501,"Mingenew"
1760,12 Dec 2021 13:44:31.492,12 Dec 2021 13:47:51.491,199.999,"Singapore"
1761,12 Dec 2021 13:55:12.075,12 Dec 2021 13:57:41.764,149.688,"Jeju"
1762,12 Dec 2021 13:57:03.445,12 Dec 2021 14:00:45.944,222.499,"Tokyo"
1763,12 Dec 2021 14:18:29.371,12 Dec 2021 14:22:00.251,210.880,"Los_Angeles"
1764,12 Dec 2021 14:40:43.170,12 Dec 2021 14:43:58.639,195.469,"Cordoba"
1765,12 Dec 2021 16:55:52.056,12 Dec 2021 16:57:29.818,97.763,"Bangladore"
1766,12 Dec 2021 17:28:59.216,12 Dec 2021 17:29:37.967,38.751,"Hawaii"
1767,12 Dec 2021 17:55:07.420,12 Dec 2021 17:58:19.370,191.949,"Punta_Arenas"
1768,12 Dec 2021 17:55:54.475,12 Dec 2021 17:58:53.007,178.532,"Tolhuin"
1769,12 Dec 2021 18:29:55.875,12 Dec 2021 18:33:36.278,220.402,"Dubai"
1770,12 Dec 2021 19:30:54.612,12 Dec 2021 19:34:39.292,224.680,"Punta_Arenas"
1771,12 Dec 2021 19:31:36.413,12 Dec 2021 19:35:07.337,210.923,"Tolhuin"
1772,12 Dec 2021 20:26:55.925,12 Dec 2021 20:29:05.885,129.960,"Tokyo"
1773,12 Dec 2021 21:07:12.482,12 Dec 2021 21:10:29.890,197.408,"Punta_Arenas"
1774,12 Dec 2021 21:08:06.821,12 Dec 2021 21:10:26.404,139.583,"Tolhuin"
1775,12 Dec 2021 21:39:19.527,12 Dec 2021 21:43:00.607,221.080,"Nemea"
1776,12 Dec 2021 22:00:46.541,12 Dec 2021 22:04:16.480,209.939,"Jeju"
1777,12 Dec 2021 22:47:36.211,12 Dec 2021 22:50:54.012,197.801,"Cordoba"
1778,12 Dec 2021 23:07:43.862,12 Dec 2021 23:10:55.689,191.827,"Maspalomas"
1779,12 Dec 2021 23:11:37.017,12 Dec 2021 23:14:45.327,188.309,"Puertollano"
1780,13 Dec 2021 00:44:01.969,13 Dec 2021 00:47:10.008,188.039,"Azores"
1781,13 Dec 2021 00:49:08.899,13 Dec 2021 00:49:53.793,44.894,"Puertollano"
1782,13 Dec 2021 01:17:15.177,13 Dec 2021 01:18:17.479,62.302,"Singapore"
1783,13 Dec 2021 01:35:29.596,13 Dec 2021 01:39:13.964,224.368,"Awarua"
1784,13 Dec 2021 02:06:27.970,13 Dec 2021 02:08:30.795,122.824,"Panama"
1785,13 Dec 2021 02:21:30.879,13 Dec 2021 02:22:21.174,50.295,"Azores"
1786,13 Dec 2021 02:45:28.546,13 Dec 2021 02:48:55.840,207.295,"Bangladore"
1787,13 Dec 2021 03:00:12.758,13 Dec 2021 03:03:50.134,217.376,"Mingenew"
1788,13 Dec 2021 03:12:36.848,13 Dec 2021 03:15:15.805,158.957,"Awarua"
1789,13 Dec 2021 04:08:06.962,13 Dec 2021 04:10:58.758,171.796,"Nemea"
1790,13 Dec 2021 04:16:16.760,13 Dec 2021 04:18:02.282,105.522,"Dubai"
1791,13 Dec 2021 04:49:00.650,13 Dec 2021 04:52:17.265,196.615,"Awarua"
1792,13 Dec 2021 05:39:58.205,13 Dec 2021 05:42:25.077,146.871,"Puertollano"
1793,13 Dec 2021 06:01:25.430,13 Dec 2021 06:05:03.568,218.139,"Mauritius"
1794,13 Dec 2021 06:25:13.547,13 Dec 2021 06:28:40.601,207.054,"Awarua"
1795,13 Dec 2021 06:52:49.078,13 Dec 2021 06:56:32.976,223.898,"Los_Angeles"
1796,13 Dec 2021 07:12:22.470,13 Dec 2021 07:14:49.735,147.265,"Azores"
1797,13 Dec 2021 07:16:30.136,13 Dec 2021 07:18:13.846,103.710,"Puertollano"
1798,13 Dec 2021 08:20:12.677,13 Dec 2021 08:23:51.200,218.523,"Hawaii"
1799,13 Dec 2021 08:48:53.996,13 Dec 2021 08:50:38.979,104.983,"Azores"
1800,13 Dec 2021 08:53:10.061,13 Dec 2021 08:54:11.119,61.058,"Maspalomas"
1801,13 Dec 2021 09:11:37.446,13 Dec 2021 09:12:11.052,33.606,"Hartebeesthoek"
1802,13 Dec 2021 11:08:01.593,13 Dec 2021 11:11:37.152,215.559,"Mingenew"
1803,13 Dec 2021 13:02:21.074,13 Dec 2021 13:04:07.208,106.134,"Tokyo"
1804,13 Dec 2021 13:33:56.962,13 Dec 2021 13:37:34.112,217.150,"Panama"
1805,13 Dec 2021 14:25:30.484,13 Dec 2021 14:27:31.022,120.538,"Singapore"
1806,13 Dec 2021 14:34:55.364,13 Dec 2021 14:38:36.409,221.045,"Jeju"
1807,13 Dec 2021 14:38:36.246,13 Dec 2021 14:40:15.223,98.977,"Tokyo"
1808,13 Dec 2021 14:59:05.407,13 Dec 2021 15:02:06.118,180.711,"Los_Angeles"
1809,13 Dec 2021 15:21:04.784,13 Dec 2021 15:24:21.439,196.655,"Cordoba"
1810,13 Dec 2021 15:48:51.983,13 Dec 2021 15:52:34.325,222.342,"Mauritius"
1811,13 Dec 2021 15:59:22.477,13 Dec 2021 16:02:32.005,189.529,"Bangladore"
1812,13 Dec 2021 17:00:50.394,13 Dec 2021 17:01:28.209,37.816,"Punta_Arenas"
1813,13 Dec 2021 17:19:05.566,13 Dec 2021 17:22:46.020,220.455,"Hartebeesthoek"
1814,13 Dec 2021 18:07:55.244,13 Dec 2021 18:11:29.758,214.514,"Hawaii"
